pageno,top,fonts_size,hasAck,hasAt,Allcap,hasTable,hasFigure,hasRef,hasR,hasAbstract,italic,Bold,LABEL,Text,filename
1,725,7,0,0,0,0,0,0,0,0,0,0,AFF,"* Correspondence: plac324@tamu.eduDepartment of Biological and Agricultural Engineering, Texas A&M University,Room 201 Scoates Hall, TAMU 2117, College Station, Texas 77841, USA",s13
1,699,7,0,0,0,0,0,0,0,0,0,0,AFF,* Correspondence: efferth@uni-mainz.de; ocfranco@gmail.com,s15
1,699,7,0,0,0,0,0,0,0,0,0,0,AFF,"Department of Biochemistry, Faculty of Science, University of Dschang,",s15
1,699,7,0,0,0,0,0,0,0,0,0,0,AFF,"Dschang, Cameroon",s15
1,699,7,0,0,0,0,0,0,0,0,0,0,AFF,"Centro de Analises Proteômicas e Bioquimicas, Pós-Graduação em CienciasGenomicas e Biotecnologia, Universidade Catolica de Brasilia, Brasilia, DF, BrazilFull list of author information is available at the end of the article",s15
1,694,7,0,0,0,0,0,0,0,0,0,0,AFF,*Correspondence:  shahbiochemist@gmail.com; yahia@ksu.edu.sa,s18
1,694,7,0,0,0,0,0,0,0,0,0,0,AFF,"Department of Chemistry, Islamia College University, Peshawar 25120,Pakistan",s18
1,694,7,0,0,0,0,0,0,0,0,0,0,AFF,"Department of Chemistry, College of Sciences, King Saud University,Riyadh, Saudi Arabia",s18
1,702,8,0,0,0,0,0,0,0,0,0,0,AFF,minajamzadiau@gmail.com; m.jamzad@qodsiau.ac.ir,s19
1,732,8,0,0,0,0,0,0,0,0,0,0,AFF,"Azad University, Tehran, Iran",s19
1,745,8,0,0,0,0,0,0,0,0,0,0,AFF,"Department of Chemistry, Islamshahr Branch, Islamic Azad",s19
1,757,8,0,0,0,0,0,0,0,0,0,0,AFF,"University, P.O. Box: 33135-369, Islamshahr, Iran",s19
1,725,7,0,0,0,0,0,0,0,0,0,0,AFF,"* Correspondence: mrinalini.singh50@gmail.comDepartment of Botany, Nirmala college for Women, Red fields, Coimbatore641018, Tamilnadu, India",s20
1,747,8,0,0,0,0,0,0,0,0,0,0,AFF,"School of Chemistry, Cardiff University, Main Building, ParkPlace, Cardiff CF10 3AT, UK",s22
1,694,7,0,0,0,0,0,0,0,0,0,0,AFF,*Correspondence:  magarv@mcmaster.ca,s27
1,694,7,0,0,0,0,0,0,0,0,0,0,AFF,"Department of Chemistry and Chemical Biology, Michael G. DeGrooteInstitute for Infectious Disease Research, McMaster University, Hamilton,ON, CanadaFull list of author information is available at the end of the article",s27
1,697,8,0,0,0,0,0,0,0,0,0,0,AFF,"School of Mechanical and Electronical Engineering, LanzhouUniversity of Technology, Lanzhou 730050, China",s30
1,747,8,0,0,0,0,0,0,0,0,0,0,AFF,"Engineering Research Centre for Waster Oil RecoveryTechnology and Equipment, Chongqing 400067, China",s30
1,712,7,0,0,0,0,0,0,0,0,0,0,AFF,"*Correspondence:  bscv2006@yahoo.comDepartment of Chemistry, College of Natural Sciences, Addis AbabaUniversity, P.O. Box 1176, Addis Ababa, Ethiopia",s32
